timestamp,open,high,low,close,volume,close_p1,close_p2,close_p3,close_p4,close_p5,close_p6,close_p7,close_p8,close_p9,close_p10,close_p11
2017-01-02 09:53:00+05:30,81.1,81.13,81.03,81.13,9452,81.13,81.17,81.47,81.33,81.3,81.4,81.33,81.43,81.57,81.53,81.5
2017-01-02 09:54:00+05:30,81.13,81.17,81.03,81.13,4695,81.17,81.47,81.33,81.3,81.4,81.33,81.43,81.57,81.53,81.5,81.57
2017-01-02 09:55:00+05:30,81.13,81.17,81.1,81.17,7163,81.47,81.33,81.3,81.4,81.33,81.43,81.57,81.53,81.5,81.57,81.53
2017-01-02 09:56:00+05:30,81.17,81.47,81.17,81.47,85937,81.33,81.3,81.4,81.33,81.43,81.57,81.53,81.5,81.57,81.53,81.53
2017-01-02 09:57:00+05:30,81.47,81.47,81.3,81.33,26897,81.3,81.4,81.33,81.43,81.57,81.53,81.5,81.57,81.53,81.53,81.47
2017-01-02 09:58:00+05:30,81.33,81.33,81.27,81.3,22092,81.4,81.33,81.43,81.57,81.53,81.5,81.57,81.53,81.53,81.47,81.57
2017-01-02 09:59:00+05:30,81.33,81.4,81.3,81.4,23856,81.33,81.43,81.57,81.53,81.5,81.57,81.53,81.53,81.47,81.57,81.6
2017-01-02 10:00:00+05:30,81.37,81.4,81.33,81.33,14162,81.43,81.57,81.53,81.5,81.57,81.53,81.53,81.47,81.57,81.6,81.6
2017-01-02 10:01:00+05:30,81.33,81.43,81.27,81.43,28535,81.57,81.53,81.5,81.57,81.53,81.53,81.47,81.57,81.6,81.6,81.6
2017-01-02 10:02:00+05:30,81.43,81.6,81.43,81.57,89088,81.53,81.5,81.57,81.53,81.53,81.47,81.57,81.6,81.6,81.6,81.6
2017-01-02 10:03:00+05:30,81.6,81.63,81.53,81.53,27771,81.5,81.57,81.53,81.53,81.47,81.57,81.6,81.6,81.6,81.6,81.67
2017-01-02 10:04:00+05:30,81.53,81.63,81.5,81.5,24336,81.57,81.53,81.53,81.47,81.57,81.6,81.6,81.6,81.6,81.67,81.73
2017-01-02 10:05:00+05:30,81.5,81.57,81.5,81.57,25434,81.53,81.53,81.47,81.57,81.6,81.6,81.6,81.6,81.67,81.73,81.67
2017-01-02 10:06:00+05:30,81.53,81.57,81.5,81.53,10119,81.53,81.47,81.57,81.6,81.6,81.6,81.6,81.67,81.73,81.67,81.8
2017-01-02 10:07:00+05:30,81.53,81.53,81.47,81.53,7289,81.47,81.57,81.6,81.6,81.6,81.6,81.67,81.73,81.67,81.8,81.77
